0,0.636100
1,8.517300
2,-2.758300
3,8.349900
4,9.854000
5,3.008900
6,-7.770200
7,-4.866900
8,-3.503900
9,-5.622000
10,-2.211600
11,-0.654800
12,5.296900
13,-2.214300
14,3.987200
15,0.804800
16,-7.464900
17,-9.657800
18,3.404100
19,-6.901600
20,-5.582800
21,-0.233300
22,1.729000
23,-2.446800
24,3.390200
25,-7.010700
26,-1.370900
27,0.569500
28,-1.460200
29,5.046800
30,-7.216500
31,9.175800
32,3.564200
33,0.025000
34,7.525800
35,3.418200
36,-6.965900
37,9.755500
38,8.551300
39,-0.469900
40,-5.866400
41,-3.660300
42,8.875200
43,9.430500
44,4.125300
45,2.862400
46,0.235300
47,6.660400
48,3.204600
49,-6.360400
50,9.758700
51,7.621700
52,3.406100
53,1.487700
54,-4.825000
55,-3.203500
56,4.476900
57,3.804000
58,7.365900
59,-6.983300
60,-1.149100
61,-9.850600
62,-7.807400
63,-7.584900
64,0.174400
65,9.718300
66,5.833300
67,3.208400
68,9.473900
69,4.384600
70,-7.261400
71,-6.392500
72,-9.275600
73,-8.386200
74,-6.961900
75,4.849600
76,4.476200
77,3.273300
78,1.510000
79,-2.319000
80,6.912800
81,1.268700
82,-4.697200
83,0.319000
84,-7.243400
85,0.477600
86,7.115400
87,7.233500
88,-5.718200
89,4.481300
90,-9.749700
91,3.132500
92,4.630700
93,-7.557200
94,5.547600
95,-5.194800
96,-7.838800
97,1.380900
98,8.013600
99,-8.364900
100,-4.234400
101,-9.247800
102,-4.757400
103,-3.510100
104,-7.634000
105,-1.719400
106,-8.660400
107,6.842200
108,-8.446000
109,2.849600
110,-5.476800
111,8.466800
112,-5.881500
113,-0.174000
114,-1.214100
115,-3.125000
116,-9.696400
117,-4.098700
118,-5.891400
119,-5.414600
120,-9.617300
121,-5.641200
122,7.717800
123,5.013300
124,-3.198500
125,3.265500
126,9.818400
127,-1.037300
128,-5.353500
129,7.832100
130,0.597600
131,0.412000
132,8.584200
133,5.840200
134,6.901900
135,-9.049700
136,-5.879100
137,8.241400
138,7.792400
139,-4.325100
140,1.091100
141,-7.684400
142,-5.858300
143,5.209500
144,2.141500
145,2.927400
146,-7.915400
147,2.445100
148,8.828700
149,-3.806900
150,7.030400
151,9.211300
152,0.551700
153,4.748200
154,4.224600
155,7.353200
156,-1.986200
157,4.043100
158,-3.684100
159,2.660200
160,1.875200
161,6.913500
162,-6.927700
163,0.459500
164,2.753800
165,9.974200
166,1.409700
167,6.874600
168,8.215600
169,-0.797800
170,-7.450500
171,-0.693100
172,1.517700
173,-3.308800
174,-5.483600
175,-6.340700
176,9.618500
177,-3.399100
178,6.104300
179,8.447300
180,2.793800
181,3.134700
182,7.658600
183,-6.654300
184,-2.116900
185,1.883300
186,-9.301100
187,5.896800
188,-4.073400
189,-2.985200
190,-1.442900
191,7.801800
192,-6.071700
193,1.629300
194,-1.738500
195,6.682100
196,1.603500
197,9.671100
198,3.556700
199,-0.180700
200,-1.126600
201,6.106200
202,9.126000
203,-9.608800
204,-7.202600
205,-6.357500
206,-5.949500
207,-7.584000
208,0.243200
209,-9.845200
210,-9.136700
211,-6.962800
212,3.289500
213,8.521900
214,-3.617200
215,-8.827300
216,0.405300
217,-2.918300
218,7.069400
219,6.331800
220,4.096300
221,-4.373400
222,4.133600
223,8.024600
224,7.255900
225,-7.604900
226,4.706700
227,-1.140400
228,-7.933700
229,-1.736400
230,8.678800
231,0.939600
232,-5.630100
233,7.804800
